auc,acc,ap,f1,recall,precision
0.8423566087885336,0.7422145328719724,0.2800427542113432,0.45421245421245426,0.7654320987654321,0.3229166666666667
0.8722284260810222,0.7571305099394987,0.31835230304864776,0.4955116696588869,0.8518518518518519,0.3493670886075949
0.847608412432533,0.7467588591184097,0.28513048316541983,0.4604051565377533,0.7716049382716049,0.32808398950131235
0.8452864425818716,0.7355229040622299,0.2876138061129215,0.46126760563380276,0.803680981595092,0.3234567901234568
0.8737640567330361,0.7787381158167676,0.33421948184892103,0.5151515151515152,0.8343558282208589,0.3726027397260274
0.834643664455871,0.7422145328719724,0.29111849841056553,0.4659498207885304,0.8024691358024691,0.3282828282828283
0.8628219936905382,0.759515570934256,0.310927756563849,0.48897058823529416,0.8209876543209876,0.3481675392670157
0.8462751819559331,0.7439446366782007,0.29245574124057017,0.4676258992805755,0.8024691358024691,0.3299492385786802
0.8610055394092951,0.7482698961937716,0.30152032297434017,0.47755834829443444,0.8209876543209876,0.3367088607594937
0.8521934073577265,0.75,0.3029271108511037,0.4792792792792793,0.8209876543209876,0.3384223918575064
0.8574409419479843,0.7577854671280276,0.3094390000462785,0.4871794871794872,0.8209876543209876,0.3463541666666667
0.8542558471369192,0.749351771823682,0.30220024927623934,0.4784172661870503,0.8209876543209876,0.33756345177664976
0.8469911284819157,0.7415730337078652,0.28304297302881976,0.4573502722323049,0.7777777777777778,0.32390745501285345
0.8786399377862266,0.7683664649956785,0.3302308795306593,0.5091575091575092,0.852760736196319,0.3629242819843342
0.8497981755564059,0.7640449438202247,0.3029581399506263,0.48197343453510433,0.7791411042944786,0.3489010989010989
0.8489983108527709,0.7240484429065744,0.28502029134093726,0.4565587734241908,0.8271604938271605,0.31529411764705884
0.8652905084829967,0.7629757785467128,0.3198164523616273,0.4981684981684982,0.8395061728395061,0.3541666666666667
0.8583910872643268,0.7612456747404844,0.3027517713792224,0.481203007518797,0.7901234567901234,0.34594594594594597
0.8454554487418336,0.7439446366782007,0.28873433513956387,0.463768115942029,0.7901234567901234,0.3282051282051282
0.8527181608167523,0.75,0.3105490524191465,0.4866785079928952,0.845679012345679,0.341645885286783
0.8541744292918002,0.7378892733564014,0.28783374981317267,0.4618117229129663,0.8024691358024691,0.32418952618453867
0.8624232272473478,0.7528089887640449,0.30122892031743015,0.4781021897810219,0.808641975308642,0.3393782383419689
0.8568056331037905,0.742437337942956,0.30985040067437075,0.4844290657439447,0.8641975308641975,0.33653846153846156
0.8421880979126292,0.7381158167675022,0.2877244937457249,0.46181172291296624,0.7975460122699386,0.325
0.8576397032501759,0.7545375972342264,0.3082512217956626,0.48550724637681164,0.8220858895705522,0.3444730077120823
0.86697965571205,0.7586505190311419,0.3159947929415674,0.49364791288566234,0.8395061728395061,0.3496143958868895
0.8681471545321311,0.7508650519031141,0.3093577804010011,0.4857142857142857,0.8395061728395061,0.3417085427135678
0.8423659239386938,0.7430795847750865,0.29551435297201095,0.4705882352941177,0.8148148148148148,0.3308270676691729
0.8560374593238442,0.7569204152249135,0.29339070709259785,0.4708097928436911,0.7716049382716049,0.33875338753387535
0.8569317137392254,0.7629757785467128,0.3198164523616273,0.4981684981684982,0.8395061728395061,0.3541666666666667
0.835559654221626,0.7413494809688581,0.2830698890776634,0.4573502722323049,0.7777777777777778,0.32390745501285345
0.8739872200508717,0.7744165946413137,0.3282142631279381,0.5084745762711864,0.8333333333333334,0.36585365853658536
0.8379148830572615,0.742437337942956,0.2836922720508959,0.45818181818181813,0.7777777777777778,0.3247422680412371
0.86556763896261,0.7484874675885912,0.3089078286790354,0.48495575221238935,0.8404907975460123,0.3407960199004975
0.8399538334300279,0.7381158167675022,0.28225942009118277,0.45601436265709167,0.7791411042944786,0.3223350253807107
0.8645266661698587,0.7768166089965398,0.3207181430747129,0.5019305019305019,0.8024691358024691,0.3651685393258427
0.8554723402141242,0.7448096885813149,0.29687235194369144,0.47227191413237923,0.8148148148148148,0.33249370277078083
0.8434837419579203,0.7482698961937716,0.2939788115682002,0.4699453551912568,0.7962962962962963,0.3333333333333333
0.8584345579650743,0.7534602076124568,0.30769845117169725,0.48462929475587707,0.8271604938271605,0.34271099744245526
0.8397918374444195,0.7283737024221453,0.27015592293562307,0.4412811387900356,0.7654320987654321,0.31
0.8742641031373427,0.7629757785467128,0.3237394816426672,0.5018181818181818,0.8518518518518519,0.3556701030927835
0.8541348718903158,0.7571305099394987,0.30867873976488214,0.4862888482632542,0.8209876543209876,0.34545454545454546
0.8623611886593461,0.7614520311149524,0.32216780306667947,0.5,0.8518518518518519,0.35384615384615387
0.839262569280715,0.7372515125324114,0.2816236113123779,0.4551971326164874,0.7791411042944786,0.32151898734177214
0.8522484600856673,0.7554019014693172,0.30326561141022623,0.4807339449541285,0.803680981595092,0.34293193717277487
0.8641913207640907,0.7491349480968859,0.30983033909864577,0.4858156028368794,0.845679012345679,0.3407960199004975
0.8523610800606106,0.75,0.295357679613735,0.47166361974405857,0.7962962962962963,0.33506493506493507
0.8376276175571951,0.7413494809688581,0.28123332166574333,0.45537340619307837,0.7716049382716049,0.32299741602067183
0.8478339170827434,0.75,0.30863881691498596,0.4848484848484848,0.8395061728395061,0.3408521303258145
0.8554443947636436,0.759515570934256,0.29362356640326653,0.47148288973384034,0.7654320987654321,0.34065934065934067
0.8745249273418287,0.7534602076124568,0.31153651278773553,0.48833034111310586,0.8395061728395061,0.34430379746835443
0.8462249519200942,0.7519446845289542,0.29672627532515466,0.473394495412844,0.7962962962962963,0.3368146214099217
0.8512004466778336,0.7441659464131374,0.2887089144267671,0.463768115942029,0.7901234567901234,0.3282051282051282
0.8730604485810569,0.783923941227312,0.3333553944539634,0.5155038759689923,0.8159509202453987,0.37677053824362605
0.8445427164212268,0.7363872082973206,0.2955835670071048,0.46956521739130436,0.8282208588957055,0.3276699029126214
0.8542365302928682,0.7430795847750865,0.29551435297201095,0.4705882352941177,0.8148148148148148,0.3308270676691729
0.8636914077054921,0.7448096885813149,0.3157881742792361,0.49050086355785844,0.8765432098765432,0.3405275779376499
0.8532770698263656,0.7569204152249135,0.31062844598187295,0.48816029143898,0.8271604938271605,0.3462532299741602
0.8646881287726358,0.7655709342560554,0.3280756048795473,0.5063752276867031,0.8580246913580247,0.35917312661498707
0.8449865861837691,0.7335640138408305,0.2719739856727005,0.444043321299639,0.7592592592592593,0.3137755102040816
0.8487095411978041,0.7603806228373703,0.30973930262259597,0.4879852125693161,0.8148148148148148,0.3482849604221636
0.8533500837520936,0.7502160760587727,0.2972210111154648,0.4735883424408015,0.8024691358024691,0.3359173126614987
0.8443389788448415,0.7467588591184097,0.28885254016340156,0.46435100548446073,0.7839506172839507,0.32987012987012987
0.8665983631852465,0.7510803802938635,0.32060887664446724,0.49650349650349646,0.8711656441717791,0.3471882640586797
0.8500913456197305,0.7649092480553155,0.2979411658507754,0.4769230769230769,0.7607361963190185,0.3473389355742297
0.8456852224457858,0.7482698961937716,0.2883597162811396,0.4640883977900553,0.7777777777777778,0.33070866141732286
0.8441326974190824,0.736159169550173,0.29205804070300423,0.4658493870402803,0.8209876543209876,0.3251833740831296
0.8589065255731922,0.759515570934256,0.310927756563849,0.48897058823529416,0.8209876543209876,0.3481675392670157
0.8723700226047644,0.7603806228373703,0.31556419359187526,0.4936014625228519,0.8333333333333334,0.35064935064935066
0.8700443401147626,0.7525951557093425,0.32819368577633234,0.5034722222222222,0.8950617283950617,0.3502415458937198
0.8388044315274361,0.7491349480968859,0.2909096134547079,0.46691176470588236,0.7839506172839507,0.3324607329842932
0.8544388609715243,0.7657735522904062,0.31624177755014216,0.49534450651769085,0.8209876543209876,0.3546666666666667
0.8494757739313853,0.7484874675885912,0.29020294168786753,0.46605504587155966,0.7839506172839507,0.33159268929503916
0.8577477132735062,0.7467588591184097,0.3018475092559584,0.47771836007130125,0.8220858895705522,0.33668341708542715
0.8397625013887002,0.7484874675885912,0.29014877509520104,0.46605504587155966,0.7791411042944786,0.3324607329842932
0.8511749509402092,0.7569204152249135,0.3183702470812102,0.4955116696588869,0.8518518518518519,0.3493670886075949
0.8628250987405917,0.7387543252595156,0.29774664528652206,0.4720279720279721,0.8333333333333334,0.32926829268292684
0.8517493852000894,0.75,0.304827798028563,0.48114901256732495,0.8271604938271605,0.3392405063291139
0.8541216434408924,0.726643598615917,0.27787249489554056,0.44947735191637633,0.7962962962962963,0.3131067961165049
0.8702865340189284,0.7681660899653979,0.32255852904365756,0.5018587360594796,0.8333333333333334,0.35904255319148937
0.8611297414114315,0.7560553633217993,0.3079656710573875,0.4854014598540146,0.8209876543209876,0.344559585492228
