auc,acc,ap,f1,recall,precision
0.8747596004714933,0.8643042350907519,0.20196132294381575,0.23414634146341462,0.14814814814814814,0.5581395348837209
0.8421614244059805,0.8617113223854796,0.18992245270335156,0.20792079207920788,0.12962962962962962,0.525
0.8644597647233091,0.8617113223854796,0.1877376363210788,0.19191919191919193,0.1165644171779141,0.5428571428571428
0.8527699941983187,0.8617113223854796,0.18991949832233834,0.2,0.12269938650306748,0.5405405405405406
0.8701374916163649,0.8685121107266436,0.21094866172080062,0.23232323232323232,0.1419753086419753,0.6388888888888888
0.8571987480438185,0.8641868512110726,0.20424599275682193,0.24154589371980675,0.15432098765432098,0.5555555555555556
0.8514916660456565,0.8615916955017301,0.18560228497111747,0.1919191919191919,0.11728395061728394,0.5277777777777778
0.8545159847976749,0.8633217993079585,0.18706747404844293,0.18556701030927833,0.1111111111111111,0.5625
0.8478556524331171,0.8685121107266436,0.21094866172080062,0.23232323232323232,0.1419753086419753,0.6388888888888888
0.8775802965943811,0.8780276816608996,0.2641825793498227,0.33175355450236965,0.21604938271604937,0.7142857142857143
0.8595446367640673,0.8608470181503889,0.1904829259589298,0.2146341463414634,0.13580246913580246,0.5116279069767442
0.873819715863267,0.8686257562662058,0.21689869754788604,0.2549019607843137,0.16049382716049382,0.6190476190476191
0.8420615718852995,0.8547968885047537,0.1759650174433094,0.18446601941747573,0.1165644171779141,0.4418604651162791
0.8555288787942378,0.8712186689714779,0.23691535739598746,0.29383886255924174,0.1901840490797546,0.6458333333333334
0.8765494199766499,0.8737024221453287,0.24228046812169976,0.2980769230769231,0.19135802469135801,0.6739130434782609
0.855531336165139,0.8676470588235294,0.20446390083068283,0.21538461538461537,0.12962962962962962,0.6363636363636364
0.8373481630523885,0.8633217993079585,0.2001852434378386,0.23300970873786409,0.14814814814814814,0.5454545454545454
0.8573664207467024,0.8633217993079585,0.18489754652768878,0.17708333333333331,0.10493827160493827,0.5666666666666667
0.8666225749559082,0.8598615916955017,0.17345892605408175,0.15625,0.09259259259259259,0.5
0.8765711553270239,0.8754325259515571,0.24814222579505166,0.3009708737864078,0.19135802469135801,0.7045454545454546
0.853142254482288,0.8738115816767502,0.23188099465913964,0.2551020408163265,0.15432098765432098,0.7352941176470589
0.8543830262423227,0.8668971477960242,0.2019322566249202,0.21428571428571425,0.12962962962962962,0.6176470588235294
0.8740479687943612,0.867761452031115,0.21919066320045158,0.2608695652173913,0.1656441717791411,0.6136363636363636
0.8587043734801448,0.8617113223854796,0.18338216461258283,0.17525773195876287,0.10429447852760736,0.5483870967741935
0.8618221675733413,0.8685121107266436,0.2232051952952568,0.27619047619047615,0.17901234567901234,0.6041666666666666
0.8688147402936136,0.8693771626297578,0.2135402744975986,0.23350253807106597,0.1419753086419753,0.6571428571428571
0.8633777976500981,0.8693771626297578,0.21743582076146475,0.24875621890547261,0.15432098765432098,0.6410256410256411
0.8659829346449064,0.8581314878892734,0.17941229868853859,0.18811881188118812,0.11728395061728394,0.475
0.845343666939911,0.8650519031141869,0.20187801700200778,0.22772277227722773,0.1419753086419753,0.575
0.8459336264500583,0.860726643598616,0.19502728083306747,0.2296650717703349,0.14814814814814814,0.5106382978723404
0.8614337117687201,0.867761452031115,0.20435847963937853,0.21538461538461537,0.12962962962962962,0.6363636363636364
0.851823934487251,0.8694900605012964,0.21343634864234115,0.23350253807106597,0.1419753086419753,0.6571428571428571
0.8600745577761045,0.8599827139152982,0.1865182679272429,0.19801980198019803,0.12269938650306748,0.5128205128205128
0.8499802495957338,0.8643042350907519,0.20213756223785861,0.22660098522167488,0.1411042944785276,0.575
0.8471477010209404,0.865916955017301,0.221178140497633,0.2857142857142857,0.19135802469135801,0.5636363636363636
0.8539384454877413,0.860726643598616,0.19280737228321493,0.22222222222222224,0.1419753086419753,0.5111111111111111
0.8677590232754552,0.8693771626297578,0.20978593841078494,0.21761658031088082,0.12962962962962962,0.6774193548387096
0.8824676453784436,0.8728373702422145,0.2395366666575776,0.29665071770334933,0.19135802469135801,0.6595744680851063
0.8723389721042303,0.8633217993079585,0.19579862446067753,0.21782178217821782,0.13580246913580246,0.55
0.8408537645626848,0.8693771626297578,0.20623557257971373,0.20105820105820105,0.11728395061728394,0.7037037037037037
0.8562565915999751,0.857389801210026,0.1735389956363739,0.17085427135678394,0.10493827160493827,0.4594594594594595
0.8518270364166511,0.8634399308556612,0.1978866719815534,0.22549019607843138,0.1419753086419753,0.5476190476190477
0.8624662082927009,0.8694900605012964,0.2240309149732187,0.2634146341463414,0.1656441717791411,0.6428571428571429
0.8446198664378911,0.8660328435609335,0.20230536233561142,0.2131979695431472,0.12883435582822086,0.6176470588235294
0.8617849069727003,0.8650519031141869,0.19972974856724024,0.22,0.13580246913580246,0.5789473684210527
0.8704635218719725,0.8693771626297578,0.20978593841078494,0.21761658031088082,0.12962962962962962,0.6774193548387096
0.8496721067143601,0.8676470588235294,0.22099798525074515,0.2748815165876777,0.17901234567901234,0.5918367346938775
0.8538763444866733,0.8624567474048442,0.19177288813967014,0.208955223880597,0.12962962962962962,0.5384615384615384
0.8741554263854734,0.865916955017301,0.1997500961168781,0.21319796954314718,0.12962962962962962,0.6
0.8657345306406339,0.8667820069204152,0.2082660515186467,0.2376237623762376,0.14814814814814814,0.6
